,prod1,prod2,prod3,prod4,prod5,prod6,prod7,prod8,prod9,prod10,prod11,prod12,prod13,prod14,prod15,prod16,prod17,prod18,prod19
710,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,,,,,,,,,,,,,
711,MTA-0020145,MTA-0066019,MTA-0648496,MTA-2007323,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
712,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-1943785,MTA-2301135,,,,,,,,,,,,
713,MTA-0020145,MTA-0066019,MTA-0069934,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
714,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
715,MTA-0020145,MTA-0066019,MTA-0648496,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,UK-0050677,,,,,,,,,,,
716,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0088734,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
717,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,,,,,,,,,,,,,,,
718,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
719,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0255000,,,,,,,,,,,,,,,
720,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-1310178,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
721,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2241846,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
722,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0138708,MTA-0257081,MTA-0469808,MTA-0648496,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,
723,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0116012,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,
724,MTA-0020145,MTA-0066019,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
725,MTA-0020145,MTA-0066019,MTA-0592994,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
726,MTA-0020145,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0648496,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
727,MTA-0020145,MTA-0066019,MTA-0088734,MTA-0255000,MTA-1310178,MTA-1666072,MTA-2115101,MTA-2115134,,,,,,,,,,,
728,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
729,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0138708,MTA-0179717,MTA-0507814,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
730,MTA-0020145,MTA-0066019,MTA-0255002,MTA-0648496,MTA-0894200,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
731,MTA-0020145,MTA-0066019,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
732,MTA-0020145,MTA-0066019,MTA-0648496,MTA-2007323,,,,,,,,,,,,,,,
733,MTA-0020145,MTA-0066019,MTA-1310178,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,
734,MTA-0020145,MTA-0066019,MTA-2270988,MTA-2301135,UK-0031079,,,,,,,,,,,,,,
735,MTA-0020145,MTA-0066019,MTA-0255002,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
736,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0648496,MTA-1310178,MTA-2241846,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
737,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1362587,MTA-2115101,MTA-2115134,UK-0031079,,,,,,,,,,,,
738,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
739,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0116012,MTA-0156771,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,,,,,,,,,,
740,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2241850,,,,,,,,,,,,,
741,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0648496,,,,,,,,,,,,,,,
742,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0648496,MTA-2115101,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
743,MTA-0020145,MTA-0069934,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2241850,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2444965,UK-0050677,,,,,
744,MTA-0020145,MTA-0069934,MTA-0648496,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
745,MTA-0020145,MTA-0088734,MTA-0116012,MTA-0648496,MTA-1362587,MTA-1936595,MTA-2007323,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
746,MTA-0020145,MTA-0088734,MTA-0116012,MTA-0179717,MTA-0469808,MTA-0473988,MTA-0507814,MTA-1310178,MTA-1666072,,,,,,,,,,
747,MTA-0020145,MTA-0088734,MTA-0255000,MTA-0894200,MTA-2270988,MTA-2271001,MTA-2496711,,,,,,,,,,,,
748,MTA-0020145,MTA-0088734,MTA-0116012,MTA-0469808,MTA-0507814,MTA-0883838,MTA-1666072,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
749,MTA-0020145,MTA-0088734,,,,,,,,,,,,,,,,,
750,MTA-0020145,MTA-0088734,MTA-1666072,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
751,MTA-0020145,MTA-0116012,MTA-0507814,MTA-0648496,MTA-0883838,MTA-1362587,MTA-2048934,UK-0031079,,,,,,,,,,,
752,MTA-0020145,MTA-0138645,MTA-1049874,,,,,,,,,,,,,,,,
753,MTA-0020145,MTA-0138708,MTA-0179717,MTA-0255000,MTA-0473988,MTA-0648496,MTA-1310178,MTA-1666072,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2444965,UK-0050593,,,
754,MTA-0020145,MTA-0138708,,,,,,,,,,,,,,,,,
755,MTA-0020145,MTA-0138708,MTA-0648496,MTA-1485458,,,,,,,,,,,,,,,
756,MTA-0020145,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
757,MTA-0020145,MTA-0255000,MTA-1937586,MTA-2115101,MTA-2115134,MTA-2131537,,,,,,,,,,,,,
758,MTA-0020145,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
759,MTA-0020145,MTA-0255000,MTA-0883838,MTA-2115101,MTA-2115134,MTA-2527374,,,,,,,,,,,,,
760,MTA-0020145,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
761,MTA-0020145,MTA-0255000,MTA-0507814,MTA-1310178,MTA-2241846,MTA-2270988,MTA-2270991,,,,,,,,,,,,
762,MTA-0020145,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,,
763,MTA-0020145,MTA-0257081,MTA-0648496,MTA-2115134,MTA-2270988,MTA-2270991,,,,,,,,,,,,,
764,MTA-0020145,MTA-0257081,UK-0050677,UK-0054770,,,,,,,,,,,,,,,
765,MTA-0020145,MTA-0257081,MTA-1101239,MTA-1310178,MTA-2048934,MTA-2048936,UK-0050677,UK-0054770,,,,,,,,,,,
766,MTA-0020145,MTA-0507814,MTA-1362587,,,,,,,,,,,,,,,,
767,MTA-0020145,MTA-0507814,,,,,,,,,,,,,,,,,
768,MTA-0020145,MTA-0592994,MTA-0648496,MTA-0883838,,,,,,,,,,,,,,,
769,MTA-0020145,MTA-0648496,MTA-1943785,MTA-2115134,,,,,,,,,,,,,,,
770,MTA-0020145,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,,
771,MTA-0020145,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,,
772,MTA-0020145,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
773,MTA-0020145,MTA-0648496,,,,,,,,,,,,,,,,,
774,MTA-0020145,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
775,MTA-0020145,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,,,,,,,,,,,,,,
776,MTA-0020145,MTA-0648496,,,,,,,,,,,,,,,,,
777,MTA-0020145,MTA-0648496,MTA-1362587,MTA-1666072,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,
778,MTA-0020145,MTA-0648496,,,,,,,,,,,,,,,,,
779,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,,
780,MTA-0020145,MTA-1049874,,,,,,,,,,,,,,,,,
781,MTA-0020145,MTA-1310178,,,,,,,,,,,,,,,,,
782,MTA-0020145,MTA-1310178,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,,
783,MTA-0020145,MTA-1310178,MTA-1666072,,,,,,,,,,,,,,,,
784,MTA-0020145,MTA-1310178,MTA-2115134,,,,,,,,,,,,,,,,
785,MTA-0020145,MTA-1381597,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,,
786,MTA-0020145,MTA-1666133,UK-0054770,,,,,,,,,,,,,,,,
787,MTA-0020145,MTA-2115134,,,,,,,,,,,,,,,,,
788,MTA-0020145,MTA-2416434,,,,,,,,,,,,,,,,,
789,MTA-0021084,UK-0031079,,,,,,,,,,,,,,,,,
790,MTA-0021084,UK-0050677,,,,,,,,,,,,,,,,,
791,MTA-0021084,UK-0050677,,,,,,,,,,,,,,,,,
792,MTA-0021084,UK-0050677,,,,,,,,,,,,,,,,,
793,MTA-0021084,MTA-0066019,MTA-0257081,MTA-0473988,,,,,,,,,,,,,,,
794,MTA-0021084,MTA-0066019,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,UK-0054770,,,,,,,,,,,,
795,MTA-0021084,MTA-0069934,MTA-1666916,,,,,,,,,,,,,,,,
796,MTA-0021084,MTA-0070125,UK-0054770,,,,,,,,,,,,,,,,
797,MTA-0021084,MTA-0088734,MTA-1049874,MTA-1049875,MTA-2142432,,,,,,,,,,,,,,
798,MTA-0021084,MTA-0088734,MTA-0883838,,,,,,,,,,,,,,,,
799,MTA-0021084,MTA-0088734,MTA-0116012,MTA-1463371,MTA-2092239,MTA-2131537,MTA-2527368,MTA-2527374,MTA-2610734,,,,,,,,,,
800,MTA-0021084,MTA-0088734,MTA-2444965,,,,,,,,,,,,,,,,
801,MTA-0021084,MTA-0088734,MTA-0473988,,,,,,,,,,,,,,,,
802,MTA-0021084,MTA-0088734,,,,,,,,,,,,,,,,,
803,MTA-0021084,MTA-0088734,MTA-0179717,,,,,,,,,,,,,,,,
804,MTA-0021084,MTA-0088734,,,,,,,,,,,,,,,,,
805,MTA-0021084,MTA-0088734,MTA-1666072,MTA-1666133,MTA-1968715,,,,,,,,,,,,,,
806,MTA-0021084,MTA-0088734,MTA-0116276,MTA-0179717,MTA-0592994,MTA-0883838,MTA-2370141,MTA-2483775,,,,,,,,,,,
807,MTA-0021084,MTA-0112812,MTA-0257081,MTA-0671158,MTA-1936595,UK-0050677,,,,,,,,,,,,,
808,MTA-0021084,MTA-0112812,MTA-0938492,,,,,,,,,,,,,,,,
809,MTA-0021084,MTA-0112812,,,,,,,,,,,,,,,,,
810,MTA-0021084,MTA-0112812,MTA-2078648,,,,,,,,,,,,,,,,
811,MTA-0021084,MTA-0112812,MTA-0116012,MTA-2496711,UK-0050593,,,,,,,,,,,,,,
812,MTA-0021084,MTA-0116012,MTA-2483775,,,,,,,,,,,,,,,,
813,MTA-0021084,MTA-0116012,MTA-0257081,MTA-2275456,,,,,,,,,,,,,,,
814,MTA-0021084,MTA-0116012,MTA-2092239,MTA-2131537,,,,,,,,,,,,,,,
815,MTA-0021084,MTA-0116012,MTA-1724796,MTA-2444965,,,,,,,,,,,,,,,
816,MTA-0021084,MTA-0116012,MTA-0179717,MTA-0592994,MTA-0883838,MTA-1937586,MTA-2092239,MTA-2131537,,,,,,,,,,,
817,MTA-0021084,MTA-0116012,,,,,,,,,,,,,,,,,
818,MTA-0021084,MTA-0116012,MTA-0592994,MTA-0883838,,,,,,,,,,,,,,,
819,MTA-0021084,MTA-0116012,,,,,,,,,,,,,,,,,
820,MTA-0021084,MTA-0138645,MTA-1463371,MTA-2275456,,,,,,,,,,,,,,,
821,MTA-0021084,MTA-0138645,,,,,,,,,,,,,,,,,
822,MTA-0021084,MTA-0138645,MTA-0179717,MTA-2042753,MTA-2078648,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2527374,MTA-2535494,UK-0050593,,,,,,,,
823,MTA-0021084,MTA-0138645,,,,,,,,,,,,,,,,,
824,MTA-0021084,MTA-0179717,MTA-0507814,MTA-0883838,,,,,,,,,,,,,,,
825,MTA-0021084,MTA-0179717,MTA-0883838,MTA-2370141,,,,,,,,,,,,,,,
826,MTA-0021084,MTA-0179717,,,,,,,,,,,,,,,,,
827,MTA-0021084,MTA-0179717,,,,,,,,,,,,,,,,,
828,MTA-0021084,MTA-0255000,,,,,,,,,,,,,,,,,
829,MTA-0021084,MTA-0255000,,,,,,,,,,,,,,,,,
830,MTA-0021084,MTA-0255000,,,,,,,,,,,,,,,,,
831,MTA-0021084,MTA-0255000,,,,,,,,,,,,,,,,,
832,MTA-0021084,MTA-0255000,,,,,,,,,,,,,,,,,
833,MTA-0021084,MTA-0257081,,,,,,,,,,,,,,,,,
834,MTA-0021084,MTA-0343243,MTA-0507814,MTA-1936595,,,,,,,,,,,,,,,
835,MTA-0021084,MTA-0407203,,,,,,,,,,,,,,,,,
836,MTA-0021084,MTA-0407203,MTA-0592994,MTA-0883838,MTA-2201820,MTA-2489954,,,,,,,,,,,,,
837,MTA-0021084,MTA-0469808,MTA-1968715,,,,,,,,,,,,,,,,
838,MTA-0021084,MTA-0473988,MTA-0592994,MTA-2131537,MTA-2370141,MTA-2527374,,,,,,,,,,,,,
839,MTA-0021084,MTA-0473988,,,,,,,,,,,,,,,,,
840,MTA-0021084,MTA-0473988,,,,,,,,,,,,,,,,,
841,MTA-0021084,MTA-0473988,MTA-0507814,MTA-2092239,UK-0050677,,,,,,,,,,,,,,
842,MTA-0021084,MTA-0507814,MTA-2042753,MTA-2052434,,,,,,,,,,,,,,,
843,MTA-0021084,MTA-0592994,MTA-2092239,,,,,,,,,,,,,,,,
844,MTA-0021084,MTA-0612626,,,,,,,,,,,,,,,,,
845,MTA-0021084,MTA-0628849,,,,,,,,,,,,,,,,,
846,MTA-0021084,MTA-0628849,,,,,,,,,,,,,,,,,
847,MTA-0021084,MTA-0628849,,,,,,,,,,,,,,,,,
848,MTA-0021084,MTA-0628849,,,,,,,,,,,,,,,,,
849,MTA-0021084,MTA-0628849,MTA-1057884,,,,,,,,,,,,,,,,
850,MTA-0021084,MTA-0671158,,,,,,,,,,,,,,,,,
851,MTA-0021084,MTA-0671158,,,,,,,,,,,,,,,,,
852,MTA-0021084,MTA-0883838,,,,,,,,,,,,,,,,,
853,MTA-0021084,MTA-0894200,MTA-2115101,,,,,,,,,,,,,,,,
854,MTA-0021084,MTA-0894200,,,,,,,,,,,,,,,,,
855,MTA-0021084,MTA-1031475,MTA-1031476,,,,,,,,,,,,,,,,
856,MTA-0021084,MTA-1031475,,,,,,,,,,,,,,,,,
857,MTA-0021084,MTA-1031475,MTA-1031476,,,,,,,,,,,,,,,,
858,MTA-0021084,MTA-1031475,,,,,,,,,,,,,,,,,
859,MTA-0021084,MTA-1031475,MTA-1031476,,,,,,,,,,,,,,,,
860,MTA-0021084,MTA-1031475,MTA-2242934,MTA-2270991,,,,,,,,,,,,,,,
861,MTA-0021084,MTA-1031475,,,,,,,,,,,,,,,,,
862,MTA-0021084,MTA-1031476,MTA-2092239,MTA-2527368,MTA-2527374,MTA-2610734,,,,,,,,,,,,,
863,MTA-0021084,MTA-1031476,,,,,,,,,,,,,,,,,
864,MTA-0021084,MTA-1057884,,,,,,,,,,,,,,,,,
865,MTA-0021084,MTA-1362587,,,,,,,,,,,,,,,,,
866,MTA-0021084,MTA-1666916,MTA-2131537,,,,,,,,,,,,,,,,
867,MTA-0021084,MTA-1666916,,,,,,,,,,,,,,,,,
868,MTA-0021084,MTA-1724796,MTA-2444965,,,,,,,,,,,,,,,,
869,MTA-0021084,MTA-1909429,MTA-2270988,,,,,,,,,,,,,,,,
870,MTA-0021084,MTA-2037009,MTA-2283719,MTA-2416434,,,,,,,,,,,,,,,
871,MTA-0021084,MTA-2052434,,,,,,,,,,,,,,,,,
872,MTA-0021084,MTA-2052434,,,,,,,,,,,,,,,,,
873,MTA-0021084,MTA-2075740,,,,,,,,,,,,,,,,,
874,MTA-0021084,MTA-2078644,MTA-2078648,MTA-2092239,MTA-2483775,MTA-2535494,,,,,,,,,,,,,
875,MTA-0021084,MTA-2078648,,,,,,,,,,,,,,,,,
876,MTA-0021084,MTA-2115101,,,,,,,,,,,,,,,,,
877,MTA-0021084,MTA-2115101,,,,,,,,,,,,,,,,,
878,MTA-0021084,MTA-2131537,,,,,,,,,,,,,,,,,
879,MTA-0021084,MTA-2131537,MTA-2527374,,,,,,,,,,,,,,,,
880,MTA-0021084,MTA-2131537,,,,,,,,,,,,,,,,,
881,MTA-0021084,MTA-2142432,,,,,,,,,,,,,,,,,
882,MTA-0021084,MTA-2142432,,,,,,,,,,,,,,,,,
883,MTA-0021084,MTA-2241846,,,,,,,,,,,,,,,,,
884,MTA-0021084,MTA-2241850,MTA-2242934,MTA-2270991,,,,,,,,,,,,,,,
885,MTA-0021084,MTA-2270988,,,,,,,,,,,,,,,,,
886,MTA-0021084,MTA-2270991,,,,,,,,,,,,,,,,,
887,MTA-0021084,MTA-2270991,,,,,,,,,,,,,,,,,
888,MTA-0021084,MTA-2275456,,,,,,,,,,,,,,,,,
889,MTA-0021084,MTA-2275456,,,,,,,,,,,,,,,,,
890,MTA-0021084,MTA-2283719,MTA-2432033,,,,,,,,,,,,,,,,
891,MTA-0021084,MTA-2370141,,,,,,,,,,,,,,,,,
892,MTA-0021084,MTA-2444965,,,,,,,,,,,,,,,,,
893,MTA-0021084,MTA-2444965,,,,,,,,,,,,,,,,,
894,MTA-0021084,MTA-2483775,,,,,,,,,,,,,,,,,
895,MTA-0021084,MTA-2610734,,,,,,,,,,,,,,,,,
896,MTA-0066019,UK-0031079,,,,,,,,,,,,,,,,,
897,MTA-0066019,UK-0031079,,,,,,,,,,,,,,,,,
898,MTA-0066019,UK-0054770,,,,,,,,,,,,,,,,,
899,MTA-0066019,MTA-0069934,,,,,,,,,,,,,,,,,
900,MTA-0066019,MTA-0069934,MTA-0179717,MTA-0255002,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,,,,,,,,,,,
901,MTA-0066019,MTA-0069934,MTA-2241846,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
902,MTA-0066019,MTA-0069934,MTA-0648496,MTA-2115101,MTA-2115134,UK-0031079,,,,,,,,,,,,,
903,MTA-0066019,MTA-0069934,MTA-0116012,MTA-0255000,MTA-1310178,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
904,MTA-0066019,MTA-0069934,MTA-1362587,UK-0031079,,,,,,,,,,,,,,,
905,MTA-0066019,MTA-0069934,MTA-0592994,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
906,MTA-0066019,MTA-0069934,MTA-0507814,MTA-1310178,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
907,MTA-0066019,MTA-0069934,MTA-0507814,MTA-0592994,MTA-0648496,MTA-1485458,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
908,MTA-0066019,MTA-0069934,MTA-0894200,MTA-1310178,MTA-1666916,MTA-2131537,MTA-2527368,MTA-2527374,,,,,,,,,,,
909,MTA-0066019,MTA-0069934,MTA-0648496,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
910,MTA-0066019,MTA-0069934,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
911,MTA-0066019,MTA-0069934,MTA-0088734,MTA-0116012,MTA-0179717,MTA-0255000,MTA-0507814,MTA-0648496,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,
912,MTA-0066019,MTA-0069934,MTA-0179717,MTA-2241846,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
913,MTA-0066019,MTA-0069934,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,,,,,,,,,,,,
914,MTA-0066019,MTA-0069934,MTA-0648496,MTA-1362587,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
915,MTA-0066019,MTA-0069934,MTA-0255002,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,
916,MTA-0066019,MTA-0069934,MTA-0138708,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
917,MTA-0066019,MTA-0069934,MTA-0257081,MTA-0648496,MTA-0938492,MTA-1943785,MTA-2416434,,,,,,,,,,,,
918,MTA-0066019,MTA-0088734,MTA-1362587,MTA-1666072,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,,,,,,,
919,MTA-0066019,MTA-0088734,MTA-0255002,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,,
920,MTA-0066019,MTA-0088734,MTA-0255000,MTA-1666072,MTA-2115101,,,,,,,,,,,,,,
921,MTA-0066019,MTA-0088734,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
922,MTA-0066019,MTA-0088734,MTA-0257081,MTA-0883838,MTA-2242934,MTA-2270988,UK-0031079,UK-0050677,,,,,,,,,,,
923,MTA-0066019,MTA-0088734,MTA-0473988,MTA-0648496,MTA-2007323,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
924,MTA-0066019,MTA-0088734,MTA-2052434,MTA-2243015,MTA-2527374,,,,,,,,,,,,,,
925,MTA-0066019,MTA-0088734,MTA-0138645,MTA-0407203,MTA-2078644,MTA-2174450,MTA-2483775,MTA-2527374,,,,,,,,,,,
926,MTA-0066019,MTA-0088734,MTA-0257081,MTA-0883838,MTA-1666072,MTA-1936595,MTA-2270988,MTA-2271001,,,,,,,,,,,
927,MTA-0066019,MTA-0088734,MTA-0255002,MTA-0430629,MTA-1666072,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
928,MTA-0066019,MTA-0088734,MTA-0116012,MTA-0179717,MTA-0473988,MTA-0507814,MTA-0883838,MTA-1381597,MTA-1936595,MTA-1937586,MTA-2100514,,,,,,,,
929,MTA-0066019,MTA-0088734,MTA-0179717,MTA-1666072,MTA-2048936,,,,,,,,,,,,,,
930,MTA-0066019,MTA-0088734,MTA-0255000,MTA-0255002,MTA-1666072,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
931,MTA-0066019,MTA-0088734,MTA-0430629,MTA-1362587,MTA-1666072,MTA-2283719,UK-0031079,,,,,,,,,,,,
932,MTA-0066019,MTA-0088734,MTA-0473988,MTA-0648496,MTA-0883838,MTA-2115101,MTA-2115134,,,,,,,,,,,,
933,MTA-0066019,MTA-0088734,MTA-0116012,MTA-1362587,MTA-1666072,MTA-1936595,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,
934,MTA-0066019,MTA-0088734,MTA-0407203,MTA-0592994,MTA-0648496,MTA-1101371,MTA-1362587,MTA-1943785,MTA-2078644,MTA-2078648,UK-0031079,,,,,,,,
935,MTA-0066019,MTA-0088734,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
936,MTA-0066019,MTA-0088734,MTA-0138708,MTA-0179717,MTA-0255002,MTA-0407203,MTA-0430629,MTA-0507814,MTA-0883838,MTA-1937586,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,
937,MTA-0066019,MTA-0088734,MTA-0138708,MTA-0407201,MTA-0407203,MTA-0469808,MTA-0507814,MTA-0883838,MTA-1362587,MTA-1381597,MTA-2115134,MTA-2270988,MTA-2275456,MTA-2444965,MTA-2489954,,,,
938,MTA-0066019,MTA-0088734,MTA-0116012,MTA-0179717,MTA-0255002,MTA-0883838,MTA-1943785,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
939,MTA-0066019,MTA-0088734,MTA-1666072,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
940,MTA-0066019,MTA-0112812,,,,,,,,,,,,,,,,,
941,MTA-0066019,MTA-0112812,MTA-0255002,MTA-0430629,MTA-1362587,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,
942,MTA-0066019,MTA-0112812,MTA-0138708,MTA-0648496,MTA-1666072,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
943,MTA-0066019,MTA-0112812,MTA-0473988,,,,,,,,,,,,,,,,
944,MTA-0066019,MTA-0112812,MTA-0430629,,,,,,,,,,,,,,,,
945,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0407203,MTA-0883838,MTA-1666072,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
946,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0255002,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
947,MTA-0066019,MTA-0116012,MTA-2444965,,,,,,,,,,,,,,,,
948,MTA-0066019,MTA-0116012,MTA-1362587,MTA-1485458,MTA-2270988,UK-0031079,,,,,,,,,,,,,
949,MTA-0066019,MTA-0116012,MTA-0894200,MTA-1666072,,,,,,,,,,,,,,,
950,MTA-0066019,MTA-0116012,MTA-0648496,MTA-0883838,MTA-2007323,MTA-2100514,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,
951,MTA-0066019,MTA-0116012,MTA-0255002,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,,
952,MTA-0066019,MTA-0116012,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,UK-0050677,,,,,,,,,,,,
953,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0430629,MTA-1362587,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,,,,
